RegionID,SizeRank,RegionName,RegionType,StateName,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31
102001,0,United States,country,,234938.0,234364.0,234496.0,236015.0,236405.0,237518.0,237763.0,240411.0,242489.0,244501.0,245354.0,245669.0,246321.0,247467.0,249639.0,251691.0,252749.0,253735.0,255622.0,258905.0,260220.0,257703.0,254560.0,257327.0,264466.0,273916.0,280044.0,285048.0,287008.0,287692.0,289711.0,293967.0,300860.0,306410.0,310904.0,313091.0,315744.0,318978.0,322666.0,326150.0,327825.0,328741.0,332083.0,339061.0,348583.0,355630.0,358012.0,353925.0
394913,1,"New York, NY",msa,NY,405728.0,412242.0,410429.0,412516.0,405684.0,406750.0,406682.0,407135.0,406744.0,405945.0,407038.0,409520.0,408746.0,408882.0,411483.0,416480.0,420836.0,422131.0,426060.0,428167.0,432107.0,431333.0,429506.0,424527.0,424942.0,431083.0,445891.0,460496.0,470083.0,471912.0,475056.0,478377.0,486582.0,492853.0,500987.0,505465.0,508665.0,514302.0,518292.0,521230.0,521002.0,522290.0,524993.0,530136.0,539317.0,547306.0,555416.0,563098.0
753899,2,"Los Angeles, CA",msa,CA,630993.0,627601.0,629128.0,629960.0,628599.0,624573.0,622153.0,625316.0,629121.0,629122.0,630193.0,635490.0,637639.0,641477.0,641041.0,645020.0,649867.0,656825.0,662014.0,665687.0,659114.0,651684.0,648296.0,662957.0,685580.0,707527.0,720987.0,728134.0,730671.0,732751.0,741435.0,754680.0,772363.0,789371.0,801773.0,806365.0,809341.0,813795.0,822126.0,829498.0,840554.0,847700.0,859113.0,873041.0,894969.0,908705.0,908743.0,893157.0
394463,3,"Chicago, IL",msa,IL,223449.0,222765.0,223663.0,227847.0,229539.0,230678.0,233614.0,236616.0,237201.0,235634.0,231855.0,230859.0,228330.0,228877.0,230979.0,235264.0,237652.0,237397.0,238913.0,242255.0,246660.0,244145.0,237906.0,235101.0,240624.0,249996.0,259580.0,263501.0,266375.0,265233.0,266614.0,267226.0,269070.0,272305.0,273885.0,274409.0,274035.0,276231.0,279369.0,282338.0,284798.0,286132.0,288336.0,289500.0,293297.0,295136.0,300937.0,300539.0
394514,4,"Dallas, TX",msa,TX,259984.0,255129.0,253270.0,253777.0,254104.0,253334.0,253630.0,255325.0,257828.0,261580.0,263893.0,266121.0,265779.0,263632.0,264836.0,265427.0,267035.0,268169.0,269924.0,271252.0,273054.0,271493.0,272294.0,276349.0,284546.0,290120.0,294602.0,299956.0,301158.0,301315.0,304624.0,310952.0,318994.0,328525.0,337253.0,345094.0,347701.0,348696.0,351283.0,354352.0,358832.0,362678.0,368419.0,375582.0,389474.0,403402.0,411526.0,409728.0
394692,5,"Houston, TX",msa,TX,221144.0,220394.0,220796.0,221676.0,222857.0,222763.0,224152.0,225847.0,227192.0,229137.0,230243.0,231385.0,230811.0,229831.0,229552.0,231038.0,233260.0,235141.0,236609.0,236601.0,237184.0,233817.0,234741.0,239606.0,247976.0,252484.0,255747.0,259143.0,263018.0,264272.0,267283.0,273466.0,280566.0,287451.0,292423.0,295007.0,295343.0,293497.0,295848.0,300976.0,305937.0,309697.0,313986.0,317641.0,323859.0,330281.0,335517.0,336511.0
395209,6,"Washington, DC",msa,VA,385363.0,384499.0,385927.0,386555.0,390463.0,393547.0,396597.0,399827.0,399933.0,398105.0,394966.0,394600.0,395310.0,396228.0,399272.0,406020.0,409334.0,408473.0,409369.0,415884.0,424220.0,419562.0,412282.0,414113.0,425103.0,438010.0,445423.0,449035.0,449061.0,445346.0,440770.0,443574.0,451804.0,465146.0,472202.0,474773.0,474494.0,473553.0,475899.0,477445.0,479616.0,474733.0,473601.0,480887.0,498246.0,512454.0,516720.0,511071.0
394856,7,"Miami, FL",msa,FL,263077.0,262397.0,266353.0,270706.0,272989.0,272462.0,271750.0,276039.0,278019.0,277929.0,275238.0,276162.0,278670.0,279985.0,282788.0,286146.0,288647.0,290126.0,291117.0,296659.0,301153.0,302772.0,300673.0,301633.0,307759.0,316504.0,322068.0,325142.0,326998.0,331045.0,336970.0,341151.0,345539.0,346735.0,349116.0,350242.0,352186.0,355592.0,360193.0,365239.0,371762.0,378067.0,386208.0,393994.0,400986.0,409422.0,414996.0,418524.0
394974,8,"Philadelphia, PA",msa,PA,228026.0,228796.0,229090.0,230729.0,231382.0,233937.0,233810.0,237101.0,238610.0,240066.0,239328.0,240854.0,242461.0,242836.0,241055.0,242006.0,244484.0,247573.0,249712.0,252151.0,258592.0,259307.0,256498.0,252730.0,255964.0,264988.0,270416.0,274279.0,275512.0,278145.0,279083.0,278437.0,277625.0,277013.0,277771.0,280787.0,286359.0,291541.0,293536.0,293617.0,291941.0,295351.0,296984.0,298197.0,297964.0,304825.0,314712.0,319614.0
394347,9,"Atlanta, GA",msa,GA,223174.0,224890.0,228357.0,231161.0,230933.0,230221.0,230854.0,233454.0,234139.0,235847.0,236598.0,238282.0,239456.0,241275.0,243916.0,246811.0,248558.0,249833.0,252010.0,253859.0,256403.0,251618.0,249054.0,250518.0,260726.0,270686.0,278238.0,282115.0,283440.0,284711.0,286883.0,292376.0,298696.0,305955.0,312690.0,317506.0,320778.0,325347.0,332861.0,342079.0,346451.0,347826.0,348818.0,352229.0,357348.0,364767.0,371357.0,374545.0
394976,10,"Phoenix, AZ",msa,AZ,264647.0,265480.0,265460.0,266430.0,267299.0,268219.0,268851.0,269288.0,270501.0,272357.0,274053.0,276241.0,278742.0,282017.0,285453.0,287231.0,289196.0,292167.0,296835.0,301771.0,301964.0,299573.0,298924.0,304269.0,313455.0,321639.0,328204.0,332631.0,335320.0,339946.0,347030.0,356365.0,365887.0,376854.0,386991.0,396428.0,403842.0,411713.0,418679.0,425320.0,429900.0,435621.0,443824.0,456082.0,467392.0,478217.0,483581.0,480567.0
394404,11,"Boston, MA",msa,MA,435758.0,433069.0,435246.0,435229.0,433674.0,433969.0,438761.0,445013.0,445535.0,447937.0,449155.0,450550.0,447857.0,448522.0,451649.0,452852.0,456190.0,458749.0,465994.0,474817.0,485727.0,485752.0,479596.0,476314.0,485752.0,503494.0,512668.0,514647.0,513290.0,513232.0,521961.0,529788.0,543959.0,553204.0,563305.0,566239.0,566635.0,563043.0,563297.0,567888.0,572558.0,574039.0,572694.0,581071.0,597707.0,617131.0,633942.0,638053.0
395057,12,"San Francisco, CA",msa,CA,855352.0,847437.0,852601.0,852683.0,845716.0,833510.0,835827.0,841316.0,852144.0,854401.0,859495.0,849709.0,840135.0,834107.0,848302.0,856680.0,861345.0,855122.0,857750.0,861530.0,858155.0,847192.0,851598.0,877368.0,911883.0,934966.0,935975.0,936793.0,935146.0,944655.0,954896.0,974760.0,1016515.0,1057683.0,1086575.0,1085050.0,1078738.0,1071742.0,1074985.0,1071937.0,1058564.0,1050085.0,1065978.0,1102821.0,1152978.0,1184667.0,1190467.0,1154872.0
395025,13,"Riverside, CA",msa,CA,351206.0,353977.0,353958.0,354135.0,351658.0,351998.0,352053.0,353619.0,354126.0,356400.0,358869.0,361226.0,363902.0,367179.0,370292.0,372011.0,371783.0,372539.0,373930.0,376502.0,375354.0,374698.0,377046.0,385199.0,396567.0,408260.0,417936.0,424754.0,430096.0,433288.0,438559.0,445647.0,456145.0,466015.0,475404.0,483649.0,491487.0,496011.0,501127.0,505846.0,515245.0,523516.0,529942.0,537014.0,546956.0,556762.0,560892.0,553897.0
394532,14,"Detroit, MI",msa,MI,177234.0,173812.0,172811.0,172199.0,174155.0,173970.0,175912.0,178105.0,180446.0,183112.0,183655.0,185811.0,184336.0,185164.0,184192.0,186002.0,185685.0,186533.0,186693.0,190434.0,197016.0,195444.0,193608.0,194064.0,199683.0,205587.0,206386.0,210462.0,210912.0,210178.0,207907.0,209901.0,214586.0,221008.0,223653.0,225952.0,227024.0,228384.0,227295.0,226276.0,226324.0,228503.0,232193.0,233300.0,235069.0,237617.0,244513.0,245294.0
395078,15,"Seattle, WA",msa,WA,441123.0,436554.0,434511.0,433374.0,433505.0,435363.0,442718.0,449468.0,454641.0,459764.0,460166.0,460480.0,457397.0,458429.0,461804.0,463432.0,470475.0,473869.0,481164.0,485739.0,491816.0,487432.0,490544.0,497109.0,514409.0,528851.0,539612.0,546613.0,543540.0,546553.0,551277.0,571211.0,591175.0,613914.0,626239.0,633740.0,634167.0,630768.0,631622.0,632589.0,638234.0,635607.0,645937.0,666612.0,698306.0,718605.0,718526.0,700688.0
394865,16,"Minneapolis, MN",msa,MN,246528.0,246917.0,250814.0,254781.0,256434.0,256916.0,258062.0,262930.0,265074.0,267252.0,266663.0,266456.0,266582.0,266705.0,269345.0,270859.0,272058.0,273169.0,274875.0,279091.0,282809.0,282892.0,280816.0,281056.0,286693.0,293040.0,299033.0,302884.0,305785.0,305483.0,305614.0,308045.0,312944.0,318412.0,322909.0,325465.0,328041.0,330475.0,332168.0,332614.0,331578.0,333224.0,333301.0,334324.0,338257.0,345010.0,353169.0,356185.0
395056,17,"San Diego, CA",msa,CA,572497.0,573894.0,570399.0,566353.0,560582.0,565096.0,568460.0,571247.0,568823.0,568006.0,571894.0,571709.0,576023.0,572584.0,575884.0,581237.0,583966.0,589492.0,591415.0,595099.0,592511.0,585370.0,585901.0,598102.0,618037.0,635410.0,643346.0,649035.0,652908.0,655484.0,665924.0,679062.0,696296.0,713439.0,729280.0,739655.0,737940.0,737967.0,741566.0,752987.0,759224.0,765374.0,779796.0,798250.0,821080.0,839579.0,839605.0,825347.0
395148,18,"Tampa, FL",msa,FL,206946.0,207757.0,208096.0,211072.0,211246.0,212538.0,212965.0,214510.0,215882.0,216071.0,216853.0,218467.0,220380.0,222111.0,223561.0,224592.0,227107.0,228142.0,230764.0,232082.0,235667.0,235819.0,236141.0,236541.0,241172.0,248214.0,254153.0,258882.0,261836.0,264291.0,266563.0,268386.0,273294.0,277698.0,284190.0,287734.0,292426.0,296263.0,302210.0,309084.0,316637.0,324663.0,333238.0,342181.0,350135.0,359399.0,367549.0,372479.0
394530,19,"Denver, CO",msa,CO,399457.0,397862.0,398595.0,398694.0,398812.0,397838.0,398414.0,399678.0,401972.0,406878.0,407683.0,411856.0,412090.0,414027.0,414342.0,417330.0,417391.0,418861.0,420525.0,428014.0,427854.0,426248.0,422216.0,427761.0,437605.0,448181.0,457618.0,464189.0,467080.0,464813.0,466972.0,476786.0,494374.0,512514.0,525479.0,533148.0,537721.0,541590.0,544090.0,547145.0,550515.0,556096.0,564371.0,576876.0,593770.0,606514.0,612434.0,605540.0
395121,20,"St. Louis, MO",msa,MO,175982.0,176167.0,176545.0,176748.0,177969.0,180689.0,181520.0,183058.0,182659.0,184001.0,184549.0,185218.0,186290.0,185636.0,187344.0,187718.0,190251.0,191317.0,190444.0,191023.0,191655.0,195089.0,194288.0,195790.0,200441.0,206526.0,209754.0,209758.0,210224.0,210339.0,209307.0,208881.0,209588.0,211271.0,213558.0,216285.0,218184.0,220582.0,221138.0,224243.0,223146.0,222746.0,220273.0,223590.0,226567.0,231625.0,238227.0,241778.0
394358,21,"Baltimore, MD",msa,MD,275512.0,277328.0,276995.0,279254.0,279464.0,277591.0,278369.0,278047.0,281353.0,282836.0,284274.0,285101.0,285862.0,289161.0,292057.0,293296.0,294356.0,293077.0,293510.0,295376.0,301860.0,301537.0,295607.0,288661.0,293797.0,302369.0,310165.0,313167.0,311136.0,311909.0,310015.0,310847.0,305345.0,307530.0,311857.0,315730.0,318029.0,318992.0,327780.0,329084.0,329163.0,328883.0,329147.0,333207.0,335777.0,341619.0,346326.0,344602.0
394458,22,"Charlotte, NC",msa,NC,226035.0,226038.0,227614.0,229077.0,229342.0,228365.0,227486.0,230311.0,234793.0,239036.0,242277.0,245138.0,244666.0,246829.0,247662.0,250129.0,252274.0,253576.0,257198.0,257486.0,259381.0,253265.0,251641.0,254229.0,265779.0,275015.0,282207.0,286337.0,287331.0,289449.0,292594.0,299148.0,304695.0,312316.0,317452.0,322441.0,325943.0,332430.0,337920.0,343720.0,346760.0,350467.0,354167.0,358180.0,365261.0,375260.0,384340.0,383599.0
394943,23,"Orlando, FL",msa,FL,231034.0,231750.0,233233.0,233554.0,236359.0,236730.0,240563.0,240495.0,241465.0,241309.0,243589.0,246810.0,249437.0,251429.0,251659.0,251587.0,253891.0,256349.0,259160.0,259147.0,261808.0,262490.0,261855.0,261649.0,265470.0,270024.0,274238.0,276949.0,279802.0,281570.0,282360.0,285124.0,288651.0,292905.0,299028.0,307253.0,315570.0,321657.0,327757.0,334137.0,341321.0,346761.0,351578.0,359041.0,369321.0,377262.0,384820.0,386712.0
395055,24,"San Antonio, TX",msa,TX,213706.0,212040.0,213226.0,212982.0,214188.0,212989.0,213703.0,215093.0,216811.0,218729.0,219499.0,221635.0,221778.0,223018.0,224809.0,223939.0,224461.0,224663.0,227157.0,229206.0,231168.0,231371.0,232097.0,235765.0,240905.0,247065.0,251075.0,255317.0,257092.0,258262.0,259577.0,260233.0,263338.0,267179.0,271965.0,277758.0,282527.0,287674.0,292564.0,297140.0,301273.0,303345.0,304574.0,307919.0,313303.0,321199.0,326916.0,326844.0
394998,25,"Portland, OR",msa,OR,384290.0,382338.0,384655.0,383659.0,383482.0,380502.0,382248.0,383629.0,386081.0,386520.0,387149.0,389402.0,389853.0,390906.0,393367.0,396509.0,399149.0,401667.0,403186.0,406069.0,405623.0,402957.0,402950.0,407739.0,417351.0,427907.0,435481.0,440661.0,442228.0,444941.0,451632.0,460985.0,470821.0,479556.0,485591.0,491318.0,496625.0,499314.0,504493.0,506090.0,510493.0,509965.0,512968.0,522776.0,534421.0,546209.0,549875.0,550052.0
395045,26,"Sacramento, CA",msa,CA,390247.0,389885.0,389469.0,391365.0,390690.0,391235.0,391001.0,393354.0,398572.0,402800.0,405320.0,405416.0,406983.0,406990.0,405278.0,406683.0,407440.0,410770.0,411895.0,418154.0,419781.0,417399.0,416875.0,425675.0,439537.0,452006.0,460127.0,463793.0,466740.0,468336.0,474906.0,486259.0,497786.0,512587.0,522644.0,532014.0,535681.0,538027.0,539543.0,543730.0,545533.0,549909.0,556252.0,571829.0,580733.0,586915.0,581064.0,576162.0
394775,27,"Las Vegas, NV",msa,NV,267714.0,270898.0,274869.0,276555.0,277357.0,277662.0,277799.0,279067.0,279123.0,280482.0,280852.0,282099.0,284384.0,287786.0,289768.0,289543.0,288629.0,288624.0,292971.0,295592.0,296607.0,295342.0,297300.0,301032.0,303127.0,304300.0,308006.0,313187.0,317009.0,319281.0,322008.0,327554.0,333547.0,342291.0,349861.0,359366.0,364219.0,369497.0,372234.0,377746.0,384530.0,393720.0,406003.0,416313.0,427125.0,432535.0,433799.0,428445.0
394982,28,"Pittsburgh, PA",msa,PA,162385.0,162522.0,160647.0,160210.0,160698.0,161687.0,161581.0,161773.0,161837.0,163245.0,164588.0,167596.0,170342.0,170195.0,170148.0,169399.0,170355.0,170110.0,169578.0,171741.0,176878.0,181286.0,179729.0,179763.0,181128.0,187436.0,189265.0,190236.0,187461.0,186580.0,187392.0,191878.0,194641.0,198197.0,200979.0,204484.0,204171.0,203038.0,204081.0,206996.0,208082.0,206272.0,205357.0,205175.0,207319.0,209434.0,212838.0,217093.0
394355,29,"Austin, TX",msa,TX,312430.0,308364.0,309639.0,308638.0,311252.0,311501.0,307403.0,308584.0,311695.0,321140.0,325239.0,325473.0,323069.0,320342.0,324451.0,325973.0,328368.0,326911.0,329993.0,333548.0,334923.0,332074.0,330710.0,339764.0,349305.0,358386.0,365493.0,372614.0,378215.0,380750.0,389259.0,405903.0,435016.0,456545.0,473261.0,480155.0,483560.0,478305.0,470458.0,474374.0,478940.0,490471.0,499289.0,518467.0,538420.0,560637.0,562931.0,552753.0
394466,30,"Cincinnati, OH",msa,OH,168686.0,168470.0,168751.0,170311.0,169813.0,169884.0,170552.0,173232.0,176638.0,177787.0,178690.0,177563.0,177592.0,178876.0,179953.0,180961.0,182368.0,182276.0,183206.0,185847.0,190737.0,189153.0,187479.0,187196.0,193034.0,196808.0,200462.0,203647.0,205416.0,202860.0,200621.0,198473.0,204187.0,207232.0,216773.0,219873.0,226324.0,227113.0,229549.0,230514.0,232347.0,232969.0,233240.0,233170.0,235354.0,239579.0,243662.0,245327.0
394735,31,"Kansas City, MO",msa,MO,201025.0,200606.0,201142.0,204183.0,205736.0,207689.0,207964.0,212029.0,214442.0,218036.0,218941.0,218520.0,218174.0,216883.0,215301.0,215161.0,218134.0,222105.0,223879.0,227904.0,229811.0,230701.0,229063.0,231485.0,237061.0,244060.0,248896.0,251734.0,249327.0,249773.0,252103.0,255665.0,257225.0,258227.0,258691.0,261595.0,261251.0,263805.0,264263.0,266638.0,268395.0,266842.0,269177.0,273928.0,280169.0,287882.0,293075.0,295138.0
394492,32,"Columbus, OH",msa,OH,188411.0,186254.0,186105.0,186972.0,186317.0,185581.0,187717.0,190435.0,194578.0,197889.0,200803.0,201360.0,198555.0,197187.0,195139.0,195664.0,195197.0,199147.0,202032.0,207520.0,210381.0,211231.0,207587.0,209677.0,214820.0,220681.0,222937.0,224457.0,227425.0,227038.0,223076.0,222820.0,227264.0,235906.0,242108.0,245189.0,250493.0,252555.0,253733.0,251632.0,254001.0,255441.0,259075.0,259447.0,263716.0,271371.0,281208.0,286231.0
394705,33,"Indianapolis, IN",msa,IN,174544.0,173048.0,173061.0,175015.0,176075.0,177383.0,177462.0,179104.0,179412.0,181428.0,183105.0,185822.0,187619.0,186810.0,188266.0,186751.0,187107.0,185551.0,188091.0,191748.0,195805.0,198680.0,198959.0,201074.0,205055.0,211926.0,215712.0,217072.0,215563.0,215215.0,215255.0,215407.0,218609.0,224720.0,232139.0,237126.0,238905.0,239686.0,243467.0,245318.0,248110.0,246319.0,244997.0,247027.0,250718.0,259451.0,265303.0,269274.0
394475,34,"Cleveland, OH",msa,OH,141601.0,143142.0,142845.0,142864.0,141627.0,145210.0,146170.0,148876.0,148199.0,150865.0,152016.0,153617.0,152532.0,151238.0,150654.0,151234.0,151446.0,154009.0,156243.0,159265.0,161097.0,161237.0,159508.0,159035.0,161488.0,166634.0,169982.0,170654.0,172397.0,171694.0,172312.0,170588.0,170408.0,171582.0,173778.0,177959.0,182301.0,181951.0,181991.0,181554.0,183282.0,183727.0,183869.0,186885.0,189060.0,192782.0,196988.0,200035.0
395059,35,"San Jose, CA",msa,CA,1131318.0,1109765.0,1122485.0,1096234.0,1078506.0,1052364.0,1051278.0,1064227.0,1068871.0,1077369.0,1082099.0,1086458.0,1067507.0,1051412.0,1041871.0,1055177.0,1061881.0,1055223.0,1072089.0,1081660.0,1107386.0,1101953.0,1103607.0,1111107.0,1132494.0,1153389.0,1176396.0,1176914.0,1181247.0,1185980.0,1195917.0,1213955.0,1231491.0,1251504.0,1275637.0,1284168.0,1301949.0,1304241.0,1318486.0,1334857.0,1353557.0,1354696.0,1372375.0,1410901.0,1467142.0,1484706.0,1470426.0,1431549.0
394902,36,"Nashville, TN",msa,TN,261357.0,257418.0,258442.0,258798.0,262755.0,263398.0,263945.0,265886.0,268300.0,272660.0,276805.0,279646.0,281507.0,281271.0,282914.0,284529.0,288141.0,288615.0,287945.0,288280.0,291505.0,290602.0,288403.0,292746.0,300405.0,307809.0,312675.0,315760.0,318073.0,316902.0,319154.0,322863.0,330180.0,337619.0,347773.0,358785.0,366697.0,373065.0,383105.0,389700.0,395685.0,396474.0,402038.0,410576.0,424334.0,438545.0,443940.0,444001.0
395194,37,"Virginia Beach, VA",msa,VA,231613.0,230927.0,234449.0,237717.0,236653.0,232643.0,233203.0,234840.0,239330.0,240907.0,241751.0,242866.0,243176.0,245539.0,244327.0,243716.0,243407.0,244252.0,245758.0,248913.0,249987.0,252978.0,250662.0,255037.0,256874.0,265263.0,268491.0,273416.0,274931.0,274812.0,271789.0,271237.0,273469.0,277498.0,280132.0,281782.0,282955.0,283676.0,285003.0,286213.0,287539.0,289092.0,289775.0,291663.0,296342.0,304262.0,307177.0,306170.0
395005,38,"Providence, RI",msa,RI,266813.0,266828.0,268599.0,270313.0,270911.0,268400.0,267734.0,269642.0,275810.0,281645.0,283232.0,284410.0,284664.0,287525.0,287879.0,288908.0,288735.0,290937.0,291162.0,296084.0,301077.0,302871.0,298451.0,297177.0,305870.0,316865.0,325188.0,327311.0,329515.0,329346.0,330350.0,330615.0,336871.0,341935.0,349429.0,351697.0,358994.0,363753.0,368729.0,367559.0,369358.0,369466.0,373823.0,373580.0,378073.0,387207.0,396046.0,400246.0
394714,39,"Jacksonville, FL",msa,FL,221590.0,220037.0,221966.0,224832.0,225550.0,224221.0,223723.0,225307.0,226852.0,226059.0,224425.0,228257.0,231602.0,237010.0,237078.0,236957.0,234719.0,235893.0,237686.0,240421.0,241603.0,239765.0,238681.0,242000.0,248599.0,257547.0,260770.0,267025.0,268172.0,269391.0,271048.0,274221.0,282818.0,287668.0,292946.0,293687.0,298202.0,304983.0,313663.0,318729.0,323279.0,323923.0,326456.0,333638.0,342082.0,349719.0,353652.0,358558.0
394862,40,"Milwaukee, WI",msa,WI,214520.0,213092.0,210738.0,214267.0,214346.0,215328.0,212136.0,215405.0,221292.0,228090.0,229138.0,226190.0,224414.0,227076.0,227044.0,227218.0,225449.0,228538.0,229538.0,232300.0,232661.0,234657.0,231016.0,231617.0,233199.0,235196.0,229735.0,223885.0,220208.0,223114.0,227166.0,231490.0,233529.0,234971.0,238265.0,242614.0,241982.0,239947.0,236124.0,234455.0,231900.0,230848.0,232266.0,234667.0,238403.0,242365.0,245961.0,247272.0
394935,41,"Oklahoma City, OK",msa,OK,159910.0,162801.0,165864.0,167277.0,167032.0,167676.0,170616.0,173236.0,175204.0,173939.0,177033.0,175795.0,179152.0,177879.0,179806.0,180842.0,182766.0,182057.0,182325.0,183225.0,186734.0,187339.0,187583.0,188935.0,194724.0,199332.0,202337.0,202066.0,201335.0,200517.0,201165.0,203029.0,206567.0,208329.0,210892.0,212576.0,213066.0,214094.0,215460.0,218386.0,219478.0,220090.0,221283.0,224853.0,227713.0,232488.0,234177.0,235516.0
395012,42,"Raleigh, NC",msa,NC,258898.0,258535.0,256680.0,259460.0,258247.0,259554.0,259540.0,260865.0,264573.0,266202.0,269023.0,271402.0,274099.0,274516.0,276234.0,275560.0,278052.0,276978.0,281109.0,280949.0,285046.0,282292.0,280682.0,282011.0,289189.0,297635.0,304586.0,310052.0,314046.0,315917.0,318032.0,319965.0,327302.0,335767.0,350090.0,359080.0,367566.0,372316.0,379324.0,386307.0,389721.0,394398.0,395853.0,402629.0,412328.0,423403.0,432247.0,434086.0
394849,43,"Memphis, TN",msa,TN,170317.0,168886.0,168236.0,169352.0,171224.0,170869.0,174210.0,174186.0,175895.0,177652.0,181768.0,185632.0,185369.0,183036.0,179214.0,179551.0,183030.0,186385.0,189909.0,191188.0,195635.0,196029.0,196555.0,197068.0,201748.0,208858.0,215373.0,218601.0,218094.0,215221.0,212869.0,214493.0,216367.0,219744.0,224348.0,228722.0,234110.0,235083.0,241271.0,245889.0,250274.0,248628.0,245467.0,245494.0,247446.0,252627.0,257069.0,258532.0
395022,44,"Richmond, VA",msa,VA,231151.0,231820.0,232131.0,234502.0,232849.0,233579.0,234574.0,238852.0,242769.0,244464.0,244768.0,243930.0,245124.0,247175.0,249360.0,249921.0,251272.0,250509.0,252046.0,251599.0,255179.0,256207.0,255235.0,255349.0,256770.0,266549.0,274606.0,280776.0,280684.0,277795.0,280796.0,282029.0,285216.0,285106.0,288955.0,292917.0,297220.0,301309.0,304058.0,307015.0,306307.0,308149.0,309132.0,316590.0,324227.0,333436.0,336890.0,337996.0
394910,45,"New Orleans, LA",msa,LA,198305.0,195678.0,193957.0,192349.0,194056.0,195183.0,199091.0,199459.0,199978.0,198974.0,202600.0,205802.0,207902.0,205239.0,203892.0,204817.0,203974.0,205652.0,204754.0,207987.0,211111.0,210322.0,212291.0,212779.0,219652.0,222267.0,225752.0,227315.0,228362.0,227149.0,227130.0,230657.0,235994.0,237229.0,239391.0,237295.0,239731.0,245962.0,248914.0,248928.0,242035.0,244895.0,249826.0,253682.0,256857.0,260960.0,264420.0,259922.0
394807,46,"Louisville, KY",msa,KY,177703.0,174939.0,173504.0,174461.0,179015.0,179827.0,182080.0,180708.0,180554.0,181132.0,184109.0,188768.0,188890.0,187864.0,186922.0,185369.0,186213.0,184462.0,188460.0,189944.0,194078.0,192925.0,194577.0,199825.0,206786.0,209647.0,210698.0,212414.0,210837.0,209807.0,207965.0,211207.0,213594.0,215177.0,216715.0,219799.0,222354.0,224413.0,226961.0,228432.0,230013.0,227703.0,227966.0,227696.0,233330.0,238009.0,242426.0,242493.0
395053,47,"Salt Lake City, UT",msa,UT,308521.0,309651.0,313191.0,315459.0,313405.0,313819.0,317741.0,321064.0,322983.0,325003.0,329817.0,333661.0,334069.0,337240.0,335936.0,339316.0,340723.0,344361.0,349633.0,353188.0,355144.0,350929.0,351513.0,355786.0,364373.0,372212.0,377373.0,382603.0,390040.0,396408.0,407975.0,416441.0,431965.0,441084.0,452464.0,460538.0,468295.0,475693.0,479791.0,486624.0,485544.0,491134.0,500946.0,518032.0,533535.0,542489.0,545262.0,535761.0
394669,48,"Hartford, CT",msa,CT,222150.0,217829.0,217107.0,214960.0,218747.0,218429.0,216265.0,216276.0,218881.0,222830.0,221579.0,221001.0,220421.0,221218.0,221408.0,223478.0,225440.0,227537.0,228075.0,232149.0,234359.0,234269.0,228986.0,227741.0,230954.0,239419.0,245793.0,251660.0,255165.0,256728.0,256314.0,254862.0,256180.0,258558.0,260329.0,261720.0,264388.0,267029.0,268383.0,270872.0,272445.0,273389.0,272803.0,272693.0,278788.0,285509.0,298331.0,303659.0
394425,49,"Buffalo, NY",msa,NY,154782.0,157309.0,155443.0,157209.0,156299.0,155338.0,154984.0,155793.0,158129.0,158917.0,162128.0,163616.0,165137.0,164006.0,165337.0,164085.0,165335.0,164909.0,165039.0,164878.0,167300.0,172282.0,170724.0,171102.0,171817.0,178776.0,182999.0,185371.0,187512.0,187405.0,186214.0,184289.0,184763.0,190363.0,194011.0,200646.0,204873.0,210680.0,212486.0,211006.0,210403.0,209567.0,207853.0,206298.0,205652.0,214161.0,223391.0,231499.0
394388,50,"Birmingham, AL",msa,AL,189979.0,189396.0,188774.0,190101.0,188650.0,186602.0,186977.0,189565.0,196119.0,200067.0,201871.0,199912.0,197373.0,195122.0,197620.0,200866.0,204402.0,204712.0,207001.0,213413.0,218014.0,216463.0,210032.0,208733.0,210626.0,219488.0,223922.0,229882.0,227068.0,228502.0,229369.0,230994.0,234061.0,234832.0,237081.0,237714.0,239091.0,242829.0,245115.0,247813.0,249958.0,249947.0,252227.0,253413.0,259353.0,262051.0,266221.0,267006.0
394640,51,"Grand Rapids, MI",msa,MI,187127.0,186831.0,187699.0,187871.0,186903.0,187199.0,187297.0,189313.0,192382.0,195925.0,200668.0,201188.0,201435.0,200551.0,201202.0,200038.0,200109.0,199193.0,201377.0,205896.0,210296.0,210951.0,210274.0,213379.0,217754.0,223728.0,225407.0,229159.0,227989.0,224886.0,224990.0,229875.0,239339.0,246013.0,249618.0,252292.0,253988.0,254674.0,252884.0,256091.0,256713.0,259375.0,259675.0,265674.0,274820.0,284206.0,289853.0,292363.0
